abducent:especially muscles
blue:color similar clear unclouded sky
canary:color canary
canary:light moderate yellow
caramel:color caramel
caramel:moderate yellow brown
earthlike:earth colored
earthlike:something color soil earth
green:color blue yellow color spectrum
green:similar color fresh grass
jade:something color jade
jade:especially varying bluish green yellowish green
orange:color red yellow
orange:similar color ripe orange
red:color end color spectrum next orange
red:resembling color blood cherries tomatoes rubies
sea-green:color sea
sea-green:bluish green
snuff:snuff colored
snuff:greyish yellowish brown
straw:pale yellow color like straw
straw:straw colored
tawny:light brown brownish orange color
tawny:color tanned leather
white-pink:pink tinged white
white-pink:light tint pink
yellow:color intermediate green orange color spectrum
yellow:something resembling color egg yolk
yellow-beige:beige tinged yellow
argent:lustrous grey
argent:covered tinged color silver
coal-black:blackest black
coal-black:similar color jet coal
black:achromatic color maximum darkness
black:little hue owing absorption almost incident light
white:achromatic color maximum lightness
white:little hue owing reflection almost incident light
saturated:of color chromatically pure
saturated:diluted white grey black
unsaturated:of color chromatically pure
unsaturated:diluted
dull:of color low saturation
dull:highly diluted
colored:color certain color
colored:sometimes used combination
deep:strong
deep:intense
colorless:weak color
colorless:colorful
drab:lacking brightness color
drab:dull
pasty:resembling paste color
pasty:pallid
pale:light colored
pale:highly diluted white
classified:official classification information documents
classified:withheld general circulation
eyes-only:official classification documents
eyes-only:meant seen person directed
confidential:level official classification documents next restricted secret
confidential:available persons authorized see documents classified
analyzed:examined carefully methodically
analyzed:broken consideration constituent parts
clean:free dirt impurities
clean:clean habits
filthy:disgustingly dirty
filthy:filled smeared offensive matter
mucky:dirty messy
mucky:covered mud muck
smudgy:smeared something soils stains
smudgy:words often used combination
clean:of behavior especially language free objectionable elements
clean:fit observers
clean:spreading pollution contamination
clean:especially radioactive contamination
dirty:spreading pollution contamination
dirty:especially radioactive contamination
broad:lacking subtlety
broad:obvious
limpid:of language transparently clear
limpid:easily understandable
confusing:lacking clarity meaning
confusing:causing confusion perplexity
crystalline:transmitting light
crystalline:able seen clarity
opaque:transmitting reflecting light radiant energy
opaque:impenetrable sight
clearheaded:mentally confused
clearheaded:able think clearly act intelligently
confused:mentally confused
confused:unable think clarity act intelligently
addled:confused vague
addled:used especially thinking
inclement:used persons behavior
inclement:showing clemency mercy
unsparing:forbearing
unsparing:ruthless
dense:slow learn understand
dense:lacking intellectual acuity
cold:seeker
cold:far object sought
warm:seeker
warm:near object sought
hot:seeker
hot:near object sought
nonadjacent:adjacent
nonadjacent:next
adjacent:nearest space position
adjacent:immediately adjoining without intervening space
at_hand:close time
at_hand:occur
at_hand:close space
at_hand:within reach
ulterior:beyond outside area immediate interest
ulterior:remote
familiar:mutual interests affections
familiar:established friendship
clothed:wearing provided clothing
clothed:sometimes used combination
appareled:dressed clothed especially fine attire
appareled:often used combination
fuzzy:confused coherent
fuzzy:clearly thought
publicized:made known
publicized:especially made widely known
suppressed:kept public knowledge various means
reported:made known told about
reported:especially presented formal account
unreportable:of income reportable
unreportable:required law reported
homelike:feeling home
homelike:cozy comfortable
irritating:causing physical discomfort
irritating:painful
comfortable:free stress conducive mental ease
comfortable:affording peace mind
awkward:socially uncomfortable
awkward:unsure constrained manner
proportional:properly related size degree measurable characteristics
proportional:usually followed to
common:special distinction quality
common:widely known commonly encountered
common:average ordinary usual
average:lacking special distinction rank status
average:commonly encountered
frequent:frequently encountered
uncommon:common ordinarily encountered
uncommon:unusually great amount remarkable character kind
rare:widely known
rare:especially valued uncommonness
accustomed:commonly used practiced
accustomed:usual
different:differing others
different:ordinary
hydrophobic:lacking affinity water
hydrophobic:tending repel absorb water
hydrophobic:tending dissolve mix wetted water
hydrophilic:strong affinity water
hydrophilic:tending dissolve in mix with wetted water
common:belonging participated community whole
common:public
openhearted:freely communicative
openhearted:candidly straightforward
comparable_to:worthy comparison
comparable_to:good
incomparable:comparison impossible
incomparable:unsuitable comparison lacking features compared
uncongenial:used plant stock scions
uncongenial:incapable grafted
incompatible:used especially solids solutions
incompatible:incapable blending stable homogeneous mixture
effective:able accomplish purpose
effective:functioning effectively
ineffective:lacking ability skill perform effectively
ineffective:inadequate
incompressible:incapable compressed
incompressible:resisting compression
whole:including components without exception
whole:one unit constituting full amount extent duration
whole:complete
entire:constituting full quantity extent
entire:complete
integral:constituting undiminished entirety
integral:lacking nothing essential especially damaged
undivided:separated parts shares
undivided:constituting undivided unit
fancy-free:commitments responsibilities
fancy-free:carefree
absolute:complete without restriction qualification
absolute:sometimes used informally intensifiers
fleshed_out:given substance detail
fleshed_out:completed
incomplete:complete total
incomplete:completed
neither:either
neither:one
partial:affecting part
partial:total
sketchy:giving major points
sketchy:lacking completeness
door-to-door:omitting one
door-to-door:door one house next
spatiotemporal:existing space time
spatiotemporal:spatial extension temporal duration
calm:agitated
calm:without losing self possession
imperturbable:easily perturbed excited upset
imperturbable:marked extreme calm composure
cool:marked calm self control especially trying circumstances
cool:unemotional
discombobulated:self possession upset
discombobulated:thrown confusion
flustered:thrown state agitated confusion
flustered:rattled informal term
biconvex:convex sides
biconvex:shaped like lentil
diffuse:spread out
diffuse:concentrated one place
eccentric:common center
eccentric:concentric
afraid:filled regret concern
afraid:used often soften unpleasant statement
crisp:brief point
crisp:effectively cut short
crisp:yes
conclusive:forming end termination
conclusive:especially putting end doubt question
inconclusive:conclusive
inconclusive:putting end doubt question
neck_and_neck:inconclusive outcome
neck_and_neck:close even race comparison competition
coordinating:serving connect two grammatical constituents identical construction
coordinating:or will go stay
accordant:agreement harmony
accordant:often followed with
unenforceable:enforceable
unenforceable:capable brought compulsion
unenforced:enforced
unenforced:compelled especially legal police action
conductive:quality power conducting heat electricity sound
conductive:exhibiting conductivity
semiconducting:characteristics semiconductor
semiconducting:electrical conductivity greater insulators less good conductors
free-range:livestock domestic poultry
free-range:permitted graze forage rather confined feedlot
adjacent:common boundary edge
adjacent:abutting
adjacent:touching
adjacent:massachusetts conncecticut
adjunctive:joining
adjunctive:forming adjunct
conterminous:connecting without break
conterminous:within common boundary
disjoined:connection undone
disjoined:become separate
conscious:knowing perceiving
conscious:awareness surroundings sensations thoughts
semiconscious:partially conscious
semiconscious:completely aware sensations
unconscious:conscious
unconscious:lacking awareness capacity sensory perception asleep dead
comatose:state deep usually prolonged unconsciousness
comatose:unable respond external stimuli
unpriestly:priestly
unpriestly:unbefitting priest
liberal:tolerant change
liberal:bound authoritarianism orthodoxy tradition
liberalistic:demonstrating belief essential goodness man autonomy individual
liberalistic:favoring civil political liberties government law consent governed protection arbitrary authority
featured:made feature highlight
featured:given prominence
inconstant:likely change frequently often without apparent cogent reason
inconstant:variable
false:used especially persons dependable devotion affection
false:unfaithful
inferential:based interpretation
inferential:directly expressed
blasting:causing injury blight
blasting:especially affecting sudden violence plague ruin
caustic:substance especially strong acid
caustic:capable destroying eating away chemical action
crushing:physically spiritually devastating
crushing:often used combination
iconoclastic:destructive images used religious worship
iconoclastic:said religions islam representation living things prohibited
leaky:used informally
leaky:unable retain urine
continual:occurring without interruption
continual:chiefly restricted recurs regularly frequently prolonged closely spaced series
continuous:function curve
continuous:extending without break irregularity
discontinuous:function curve
discontinuous:possessing one discontinuities
uncontrolled:control
uncontrolled:control
undisputed:generally agreed upon
undisputed:subject dispute
noncontentious:persons
noncontentious:given controversy
received:widely accepted true worthy
received:surveys show otherwise economist
far-out:informal terms
far-out:strikingly unconventional
rare:of meat cooked short time
rare:still red inside
synergetic:working together
synergetic:used especially groups subsidiaries corporation cooperating enhanced effect
substantial:substance capable treated fact
substantial:imaginary
insubstantial:lacking material form substance
insubstantial:unreal
aeriform:characterized lightness insubstantiality
aeriform:impalpable intangible air
physical:substance material existence
physical:perceptible senses
intangible:lacking substance reality
intangible:incapable touched seen
bodied:body body specified kind
bodied:often used combination
correct:free error
correct:especially conforming fact truth
accurate:of ideas images representations expressions characterized perfect conformity fact truth
accurate:strictly correct
letter-perfect:correct last detail
letter-perfect:especially following exact words
incorrect:correct
incorrect:conformity fact truth
cosmopolitan:composed people home many parts world
cosmopolitan:especially provincial attitudes interests
costive:retarding evacuation feces
costive:binding
costive:constipating
thoughtless:without care thought others
thoughtless:let eat cake
discourteous:showing courtesy
discourteous:rude
civil:rude
civil:marked satisfactory or especially minimal adherence social usages sufficient noteworthy consideration others
sterile:deficient originality creativity
sterile:lacking powers invention
incredulous:disposed willing believe
incredulous:unbelieving
uncritical:critical
uncritical:tending find call attention errors
desperate:fraught extreme danger
desperate:nearly hopeless
noncritical:critical
noncritical:point abrupt change
crowned:provided crown crown specified
crowned:often used combination
comate:bearing coma
comate:crowned assemblage branches leaves bracts
uncrowned:artificial crown tooth
uncrowned:used especially molars bicuspids
crucial:extreme importance
crucial:vital resolution crisis
noncrucial:little importance
noncrucial:decisive
linear:along relating line
linear:involving single dimension
tabular:flat
tabular:like table form
unidimensional:relating single dimension aspect
unidimensional:depth scope
dimensional:dimension the quality character stature proper person
dimensional:pasty bland faceless norman cousins
two-dimensional:lacking expected range depth
two-dimensional:designed give illusion depth
three-dimensional:involving relating three dimensions aspects
three-dimensional:giving illusion depth
imperforate:perforated
imperforate:opening
up-to-the-minute:immediate present
up-to-the-minute:recent up to date
outdated:old
outdated:longer valid fashionable
cursed:deserving curse
cursed:sometimes used intensifier
made:produced manufacturing process
made:rope nails
boughten:purchased
boughten:homemade
ready-made:commercially produced
ready-made:homemade
alternate:occurring turns
alternate:first one
circular:describing circle
circular:moving circle
acyclic:cyclic
acyclic:especially parts arranged spirals rather whorls
undamaged:harmed spoiled
undamaged:sound
profoundly_deaf:totally deaf
profoundly_deaf:unable hear anything
fateful:momentous consequences
fateful:decisive importance
hesitant:lacking decisiveness character
hesitant:unable act decide quickly firmly
announced:declared publicly
announced:made widely known
deep:great spatial extension penetration downward inward outer surface backward laterally outward center
deep:sometimes used combination
abysmal:resembling abyss depth
abysmal:deep unmeasurable
profound:situated extending great depth
profound:deep sounded plumbed
shallow:lacking physical depth
shallow:little spatial extension downward inward outer surface backward outward center
deep:relatively deep strong
deep:affecting one deeply
shallow:deep strong
shallow:affecting one deeply
de_jure:right
de_jure:according law
defeated:beaten overcome
defeated:victorious
indefinable:capable precisely readily described
indefinable:easily put words
derived:formed developed something else
derived:original
underived:derived
underived:primary simple
original:derived copied translated something else
original:adaptation
primary:derived reducible something else
primary:basic
definite:precise
definite:explicit clearly defined
distinct:recognizable
distinct:marked
elated:exultantly proud joyful
elated:high spirits
delicate:exquisitely fine subtle pleasing
delicate:susceptible injury
tender:of plants hardy
tender:easily killed adverse growing condition
rugged:sturdy strong constitution construction
rugged:enduring
brittle:little elasticity
brittle:hence easily cracked fractured snapped
demanding:requiring usually expected thought due
demanding:especially great patience effort skill
light:demanding little effort
light:burdensome
authoritarian:characteristic absolute ruler absolute rule
authoritarian:absolute sovereignty
incontestable:open question
incontestable:obviously true
undeviating:used values principles
undeviating:subject change
undeviating:steady
erratic:likely perform unpredictably
erratic:sometimes would start sometimes wouldn t
parasitic:plants persons
parasitic:nature habits parasite leech
parasitic:living another
autarkic:countries
autarkic:relying imports
commutative:of binary operation independent order
commutative:e g a x b b x a
unconditional:contingent
unconditional:determined influenced someone something else
blighted:affected blight
blighted:anything mars prevents growth prosperity
extinguished:conditioned response
extinguished:caused die absence withdrawal reinforcement
totaled:used automobiles
totaled:completely demolished
unascertainable:able ascertained
unascertainable:resisting discovery
determinate:precisely determined limited defined
determinate:especially fixed rule specific constant cause
indeterminate:precisely determined established
indeterminate:fixed known advance
formulated:devised
formulated:developed according orderly plan
difficult:easy
difficult:requiring great physical mental effort accomplish comprehend endure
arduous:difficult accomplish
arduous:demanding considerable mental effort skill
awkward:hard deal with
awkward:especially causing pain embarrassment
baffling:making great mental demands
baffling:hard comprehend solve believe
delicate:difficult handle
delicate:requiring great tact
fractious:unpredictably difficult operation
fractious:likely troublesome
herculean:extremely difficult
herculean:requiring strength hercules
rugged:difficult
rugged:severely testing stamina resolution
serious:requiring effort concentration
serious:complex easy answer solve
vexed:causing difficulty finding answer solution
vexed:much disputed
easy:posing difficulty
easy:requiring little effort
cushy:burdensome demanding
cushy:borne done easily without hardship
dignified:expressing dignity
dignified:especially formality stateliness bearing appearance
courtly:refined imposing manner appearance
courtly:befitting royal court
distinguished:used person s appearance behavior
distinguished:befitting eminent person
watery:overly diluted
watery:thin insipid
saturated:used especially organic compounds
saturated:available valence bonds filled
saturated:concentrated solution possible given temperature
saturated:unable dissolve still substance
unsaturated:saturated
unsaturated:capable dissolving substance given temperature
direct:direct spatial dimensions
direct:proceeding without deviation interruption
direct:straight short
indirect:direct spatial dimension
indirect:leading straight line course destination
drawing:"0                                 abducent
1                                 abducent
2                                 adducent
3                                 adducent
4                                 moribund
5                                 moribund
6                                   direct
7                                   direct
8                                 relative
9                                 relative
10                               abstinent
11                               abstinent
12                                 hoggish
13                                 hoggish
14                                abstract
15                                abstract
16                                concrete
17                                concrete
18                                   thick
19                                   thick
20                                unabused
21                                unabused
22                         unexceptionable
23                         unexceptionable
24                         unobjectionable
25                         unobjectionable
26                            unacceptable
27                            unacceptable
28                           exceptionable
29                           exceptionable
                        ...               
135919                   incubation_period
135920                           rainy_day
135921                           novitiate
135922                              flower
135923                          golden_age
135924                                rule
135925                             regency
135926                        running_time
135927                           show_time
135928                         safe_period
135929                              octave
135930                               shiva
135931                               epoch
135932                  rotational_latency
135933                           probation
135934                           probation
135935                     processing_time
135936                           air_alert
135937    command_processing_overhead_time
135938                        great_schism
135939                       question_time
135940                           real_time
135941                           real_time
135942                             regency
135943                                snap
135944                          study_hall
135945                     transfiguration
135946                              usance
135947                              window
135948                                9/11
Name: word, Length: 135949, dtype: object"
away:"0                                 abducent
1                                 abducent
2                                 adducent
3                                 adducent
4                                 moribund
5                                 moribund
6                                   direct
7                                   direct
8                                 relative
9                                 relative
10                               abstinent
11                               abstinent
12                                 hoggish
13                                 hoggish
14                                abstract
15                                abstract
16                                concrete
17                                concrete
18                                   thick
19                                   thick
20                                unabused
21                                unabused
22                         unexceptionable
23                         unexceptionable
24                         unobjectionable
25                         unobjectionable
26                            unacceptable
27                            unacceptable
28                           exceptionable
29                           exceptionable
                        ...               
135919                   incubation_period
135920                           rainy_day
135921                           novitiate
135922                              flower
135923                          golden_age
135924                                rule
135925                             regency
135926                        running_time
135927                           show_time
135928                         safe_period
135929                              octave
135930                               shiva
135931                               epoch
135932                  rotational_latency
135933                           probation
135934                           probation
135935                     processing_time
135936                           air_alert
135937    command_processing_overhead_time
135938                        great_schism
135939                       question_time
135940                           real_time
135941                           real_time
135942                             regency
135943                                snap
135944                          study_hall
135945                     transfiguration
135946                              usance
135947                              window
135948                                9/11
Name: word, Length: 135949, dtype: object"
body:"0                                 abducent
1                                 abducent
2                                 adducent
3                                 adducent
4                                 moribund
5                                 moribund
6                                   direct
7                                   direct
8                                 relative
9                                 relative
10                               abstinent
11                               abstinent
12                                 hoggish
13                                 hoggish
14                                abstract
15                                abstract
16                                concrete
17                                concrete
18                                   thick
19                                   thick
20                                unabused
21                                unabused
22                         unexceptionable
23                         unexceptionable
24                         unobjectionable
25                         unobjectionable
26                            unacceptable
27                            unacceptable
28                           exceptionable
29                           exceptionable
                        ...               
135919                   incubation_period
135920                           rainy_day
135921                           novitiate
135922                              flower
135923                          golden_age
135924                                rule
135925                             regency
135926                        running_time
135927                           show_time
135928                         safe_period
135929                              octave
135930                               shiva
135931                               epoch
135932                  rotational_latency
135933                           probation
135934                           probation
135935                     processing_time
135936                           air_alert
135937    command_processing_overhead_time
135938                        great_schism
135939                       question_time
135940                           real_time
135941                           real_time
135942                             regency
135943                                snap
135944                          study_hall
135945                     transfiguration
135946                              usance
135947                              window
135948                                9/11
Name: word, Length: 135949, dtype: object"
part:"0                                 abducent
1                                 abducent
2                                 adducent
3                                 adducent
4                                 moribund
5                                 moribund
6                                   direct
7                                   direct
8                                 relative
9                                 relative
10                               abstinent
11                               abstinent
12                                 hoggish
13                                 hoggish
14                                abstract
15                                abstract
16                                concrete
17                                concrete
18                                   thick
